report_id,report_type,site_species_id,species_id,common_name,family,genus,species,infra_rank,infra_epithet,sec_infra_rank,sec_infra_epithet,cultivar,plant_group_id,official_budburst_species,location_id,latitude,longitude,locality,administrative_area_level_1,postal_code,administrative_area_level_2,country,observation_date,notes,observation_id,phenophase_id,phenophase_plant_structure,phenophase_title
98778,phenology,24684,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,29514,37.447092700000010,-122.136417899999970,"Palo Alto",CA,94303,"Santa Clara County",US,04/30/2018,,97105,FL-MIDDLE,Flowers,"Middle Flowering"
98778,phenology,24684,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,29514,37.447092700000010,-122.136417899999970,"Palo Alto",CA,94303,"Santa Clara County",US,04/30/2018,,97106,FR-NONE,Fruit,None
99679,phenology,25158,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,29745,32.901056600000000,-96.880904800000000,Dallas,TX,75229,"Dallas County",US,08/07/2018,"Flower is yellow in color and is surrounded by many petals. Has seed like center.",99476,FL-EARLY,Flowers,"Early Flowering"
99679,phenology,25158,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,29745,32.901056600000000,-96.880904800000000,Dallas,TX,75229,"Dallas County",US,08/07/2018,"Flower is yellow in color and is surrounded by many petals. Has seed like center.",99477,FR-EARLY,Fruit,"Early Fruiting"
101977,phenology,25957,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,30136,33.135002700000000,-96.848369999999990,Frisco,TX,75034,"Denton County",US,12/10/2018,,107839,FL-MIDDLE,Flowers,"Middle Flowering"
101977,phenology,25957,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,30136,33.135002700000000,-96.848369999999990,Frisco,TX,75034,"Denton County",US,12/10/2018,,107840,FR-NONE,Fruit,None
102285,phenology,26112,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,30244,41.912599800000000,-87.780917300000000,Chicago,IL,60639,"Cook County",US,02/10/2019,,108977,FL-NONE,Flowers,None
102285,phenology,26112,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,30244,41.912599800000000,-87.780917300000000,Chicago,IL,60639,"Cook County",US,02/10/2019,,108978,FR-NONE,Fruit,None
104176,phenology,26675,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,30609,38.811236299999990,-104.827391900000010,"Colorado Springs",CO,80905,"El Paso County",US,04/20/2019,"Plants were small, but clearly growing quickly due to the resent rains",114288,FL-EARLY,Flowers,"Early Flowering"
104176,phenology,26675,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,30609,38.811236299999990,-104.827391900000010,"Colorado Springs",CO,80905,"El Paso County",US,04/20/2019,"Plants were small, but clearly growing quickly due to the resent rains",114289,FR-NONE,Fruit,None
111054,phenology,29947,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,31592,42.707035400000000,-71.163113700000000,Lawrence,MA,01840,"Essex County",US,04/07/2020,"My favorite flower",128904,FL-FIRST,Flowers,"First Flower"
111054,phenology,29947,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,31592,42.707035400000000,-71.163113700000000,Lawrence,MA,01840,"Essex County",US,04/07/2020,"My favorite flower",128905,FR-FIRST,Fruit,"First Ripe Fruit"
111070,phenology,29963,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,31608,31.946903007601644,120.889296050520850,南通市,江苏省,,,CN,04/07/2020,,128956,FR-NONE,Fruit,None
111181,phenology,30056,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,31673,32.318231400000000,-86.902298000000000,Tyler,AL,36785,"Dallas County",US,04/09/2020,,129341,FL-EARLY,Flowers,"Early Flowering"
111252,phenology,30124,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,31708,32.318231400000000,-86.902298000000000,Tyler,AL,36785,"Dallas County",US,04/12/2020,,129603,FL-EARLY,Flowers,"Early Flowering"
111252,phenology,30124,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,31708,32.318231400000000,-86.902298000000000,Tyler,AL,36785,"Dallas County",US,04/12/2020,,129604,FR-NONE,Fruit,None
111456,phenology,30317,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,31813,40.227372222222220,-77.184027777777790,Carlisle,PA,17013,"Cumberland County",US,04/16/2020,,130262,FL-FIRST,Flowers,"First Flower"
111456,phenology,30317,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,31813,40.227372222222220,-77.184027777777790,Carlisle,PA,17013,"Cumberland County",US,04/16/2020,,130263,FR-NONE,Fruit,None
112183,phenology,30884,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,32043,40.056212900000000,-75.119123000000000,"Elkins Park",PA,19027,"Montgomery County",US,04/25/2020,,132572,FL-NONE,Flowers,None
112292,phenology,30985,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,32067,43.654765300000000,-71.241183200000000,Tuftonboro,NH,03816,"Carroll County",US,04/11/2020,,132942,FL-FIRST,Flowers,"First Flower"
112292,phenology,30985,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,32067,43.654765300000000,-71.241183200000000,Tuftonboro,NH,03816,"Carroll County",US,04/11/2020,,132943,FR-NONE,Fruit,None
112456,phenology,31124,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,32117,38.907222222222224,-119.743055555555560,Gardnerville,NV,89460,"Douglas County",US,05/07/2020,"3 weeks after planting",133471,FL-NONE,Flowers,None
112456,phenology,31124,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,32117,38.907222222222224,-119.743055555555560,Gardnerville,NV,89460,"Douglas County",US,05/07/2020,"3 weeks after planting",133472,FR-NONE,Fruit,None
113305,phenology,22338,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,24851,38.800090000000000,-104.834810000000000,"Colorado Springs",CO,80906,"El Paso County",US,07/04/2020,,136354,FL-FIRST,Flowers,"First Flower"
113364,phenology,31844,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,32404,39.636073900000000,-105.049188900000000,Denver,CO,80236,"Denver County",US,07/11/2020,"Flowers facing east.  In area of minimal to no irrigation. Leaves drooping.",136510,FL-MIDDLE,Flowers,"Middle Flowering"
113364,phenology,31844,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,32404,39.636073900000000,-105.049188900000000,Denver,CO,80236,"Denver County",US,07/11/2020,"Flowers facing east.  In area of minimal to no irrigation. Leaves drooping.",136511,FR-NONE,Fruit,None
114004,phenology,32051,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,32417,40.339778333333000,-105.117378333330000,Berthoud,CO,80513,"Larimer County",US,07/25/2020,,137274,FR-FIRST,Fruit,"First Ripe Fruit"
122143,phenology,6420,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,6779,40.316600000000000,-105.098000000000000,Berthoud,CO,80513,"Larimer County",US,06/16/2012,"was right along shore of resevoir
.",15621,FL-MIDDLE,Flowers,"Middle Flowering"
129172,phenology,14030,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,16115,40.147970000000000,-105.105300000000000,Longmont,CO,80501,"Boulder County",US,04/23/2015,"It took longer than I expected researchin
learning more about the flower.",46311,FL-MIDDLE,Flowers,"Middle Flowering"
129173,phenology,14030,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,16115,40.147970000000000,-105.105300000000000,Longmont,CO,80501,"Boulder County",US,04/27/2015,"It took longer than I expected researchin
learning more about the flower.",46312,FR-FIRST,Fruit,"First Ripe Fruit"
129174,phenology,14030,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,16115,40.147970000000000,-105.105300000000000,Longmont,CO,80501,"Boulder County",US,04/30/2015,"It took longer than I expected researchin
learning more about the flower.",46313,FR-MIDDLE,Fruit,"Middle Fruiting"
129175,phenology,14030,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,16115,40.147970000000000,-105.105300000000000,Longmont,CO,80501,"Boulder County",US,05/03/2015,"It took longer than I expected researchin
learning more about the flower.",46314,LV-ALLWITHERED,Leaves,"All Leaves Withered"
131315,phenology,17679,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,21708,38.699610000000000,-90.286700000000000,"St. Louis",MO,63121,"St Louis County",US,07/19/2016,"54"" tall, 6"" flower diameter",65371,FL-MIDDLE,Flowers,"Middle Flowering"
133855,phenology,21091,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,25755,37.425580000000000,-122.130400000000000,"Palo Alto",CA,94306,"Santa Clara County",US,04/02/2017,,80515,FL-MIDDLE,Flowers,"Middle Flowering"
133856,phenology,21091,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,25755,37.425580000000000,-122.130400000000000,"Palo Alto",CA,94306,"Santa Clara County",US,05/19/2017,,80517,FR-FIRST,Fruit,"First Ripe Fruit"
134784,phenology,23872,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,29086,37.444427599999990,-122.158505900000020,"Palo Alto",CA,94301,"Santa Clara County",US,04/06/2018,,94066,FL-MIDDLE,Flowers,"Middle Flowering"
134785,phenology,23872,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,29086,37.444427599999990,-122.158505900000020,"Palo Alto",CA,94301,"Santa Clara County",US,04/10/2018,,94067,FR-FIRST,Fruit,"First Ripe Fruit"
134786,phenology,23872,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,29086,37.444427599999990,-122.158505900000020,"Palo Alto",CA,94301,"Santa Clara County",US,04/13/2018,,94068,FR-MIDDLE,Fruit,"Middle Fruiting"
134787,phenology,23872,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,29086,37.444427599999990,-122.158505900000020,"Palo Alto",CA,94301,"Santa Clara County",US,04/22/2018,,94069,LV-ALLWITHERED,Leaves,"All Leaves Withered"
134824,phenology,23944,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,29183,32.813510000000000,-96.955500000000030,Irving,TX,75060,"Dallas County",US,04/26/2018,,94305,FL-MIDDLE,Flowers,"Middle Flowering"
134824,phenology,23944,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,29183,32.813510000000000,-96.955500000000030,Irving,TX,75060,"Dallas County",US,04/26/2018,,94306,FR-FIRST,Fruit,"First Ripe Fruit"
134824,phenology,23944,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,29183,32.813510000000000,-96.955500000000030,Irving,TX,75060,"Dallas County",US,04/26/2018,,94307,FR-MIDDLE,Fruit,"Middle Fruiting"
134824,phenology,23944,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,29183,32.813510000000000,-96.955500000000030,Irving,TX,75060,"Dallas County",US,04/26/2018,,94308,LV-ALLWITHERED,Leaves,"All Leaves Withered"
134828,phenology,23955,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,29187,32.813510000000000,-96.955500000000030,Irving,TX,75060,"Dallas County",US,04/26/2018,,94344,FL-MIDDLE,Flowers,"Middle Flowering"
134828,phenology,23955,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,29187,32.813510000000000,-96.955500000000030,Irving,TX,75060,"Dallas County",US,04/26/2018,,94345,FR-FIRST,Fruit,"First Ripe Fruit"
134828,phenology,23955,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,29187,32.813510000000000,-96.955500000000030,Irving,TX,75060,"Dallas County",US,04/26/2018,,94346,FR-MIDDLE,Fruit,"Middle Fruiting"
134828,phenology,23955,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,29187,32.813510000000000,-96.955500000000030,Irving,TX,75060,"Dallas County",US,04/26/2018,,94347,LV-ALLWITHERED,Leaves,"All Leaves Withered"
137957,phenology,32051,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,32417,40.339778333333000,-105.117378333330000,Berthoud,CO,80513,"Larimer County",US,06/27/2020,,137277,FL-MIDDLE,Flowers,"Middle Flowering"
138048,phenology,34210,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,32843,40.197200000000000,-74.929000000000000,Langhorne,PA,19047,"Bucks County",US,09/27/2020,,140063,FL-MIDDLE,Flowers,"Middle Flowering"
138048,phenology,34210,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,32843,40.197200000000000,-74.929000000000000,Langhorne,PA,19047,"Bucks County",US,09/27/2020,,140064,FR-MIDDLE,Fruit,"Middle Fruiting"
138048,phenology,34210,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,32843,40.197200000000000,-74.929000000000000,Langhorne,PA,19047,"Bucks County",US,09/27/2020,,140065,LV-ALLUNFOLDED,Leaves,"All Leaves Unfolded"
138110,phenology,34571,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,32867,44.862493788760000,-82.569296875000000,,MI,,"Alcona County",US,09/28/2020,,140262,FL-ALLWITHERED,Flowers,"All Flowers Withered"
138110,phenology,34571,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,32867,44.862493788760000,-82.569296875000000,,MI,,"Alcona County",US,09/28/2020,,140263,FR-LATE,Fruit,"Late Fruiting"
138110,phenology,34571,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,32867,44.862493788760000,-82.569296875000000,,MI,,"Alcona County",US,09/28/2020,,140264,LV-ALLWITHERED,Leaves,"All Leaves Withered"
138309,phenology,35099,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,32942,45.757732000000000,-122.878086000000000,Scappoose,OR,97056,"Columbia County",US,10/01/2020,"Flowers are slouched over. They are starting to lose their vibrant yellow and are tuning more brown. Not all are dying at the same rate.",141121,FL-LATE,Flowers,"Late Flowering"
138366,phenology,35129,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,32964,45.464078506913000,-122.752698410980000,Portland,OR,97223,"Washington County",US,10/04/2020,,141433,FL-MIDDLE,Flowers,"Middle Flowering"
138454,phenology,36742,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,32843,40.197200000000000,-74.929000000000000,Langhorne,PA,19047,"Bucks County",US,10/08/2020,,141793,FL-LATE,Flowers,"Late Flowering"
138454,phenology,36742,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,32843,40.197200000000000,-74.929000000000000,Langhorne,PA,19047,"Bucks County",US,10/08/2020,,141794,FR-LATE,Fruit,"Late Fruiting"
138454,phenology,36742,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,32843,40.197200000000000,-74.929000000000000,Langhorne,PA,19047,"Bucks County",US,10/08/2020,,141795,LV-ALLUNFOLDED,Leaves,"All Leaves Unfolded"
138649,phenology,36993,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,33035,45.530555300000000,-122.911659500000000,Hillsboro,OR,97124,"Washington County",US,10/09/2020,,142602,FL-LATE,Flowers,"Late Flowering"
138649,phenology,36993,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,33035,45.530555300000000,-122.911659500000000,Hillsboro,OR,97124,"Washington County",US,10/09/2020,,142603,FR-MIDDLE,Fruit,"Middle Fruiting"
138649,phenology,36993,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,33035,45.530555300000000,-122.911659500000000,Hillsboro,OR,97124,"Washington County",US,10/09/2020,,142604,LV-ALLUNFOLDED,Leaves,"All Leaves Unfolded"
139400,phenology,22338,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,24851,38.800090000000000,-104.834810000000000,"Colorado Springs",CO,80906,"El Paso County",US,10/28/2020,"We have had 7 days of sub-freezing lows, and 2 separate days of highs in the low twenties.  On Oct. 26, the low was 2 degrees F.",145016,FL-ALLWITHERED,Flowers,"All Flowers Withered"
139401,phenology,22338,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,24851,38.800090000000000,-104.834810000000000,"Colorado Springs",CO,80906,"El Paso County",US,10/28/2020,"I have a sunflower patch along our driveway.  It gets a lot of sun, and can be very hot.  I watered it for most of the summer, but then around the beginning of September, I stopped watering it and allowed all of the flowers to go to seed.  (I had been picking the larger  flowerheads off to encourage more blooms.)  Gradually the sunflowers all dried out and turned brown, but there were a few with small green leaves and small flowers on them.  After our recent cold spell, during which we had 7 days of sub-freezing lows (Oct. 26 the low was 2 degrees F.), four inches of snow, and two days with highs in the low twenties, all of the sunflowers are brown and withered.",145017,LV-ALLWITHERED,Leaves,"All Leaves Withered"
139663,phenology,37606,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,33212,47.758183538075000,-122.343216292870000,Shoreline,WA,98133,"King County",US,11/01/2020,"it was pretty flower when i first saw it i already liked it and i am planning to grow it..",145914,FL-MIDDLE,Flowers,"Middle Flowering"
139663,phenology,37606,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,33212,47.758183538075000,-122.343216292870000,Shoreline,WA,98133,"King County",US,11/01/2020,"it was pretty flower when i first saw it i already liked it and i am planning to grow it..",145915,FR-NONE,Fruit,None
139663,phenology,37606,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,33212,47.758183538075000,-122.343216292870000,Shoreline,WA,98133,"King County",US,11/01/2020,"it was pretty flower when i first saw it i already liked it and i am planning to grow it..",145916,LV-FIRSTWITHERED,Leaves,"First Leaf Withered"
139829,phenology,36742,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,32843,40.197200000000000,-74.929000000000000,Langhorne,PA,19047,"Bucks County",US,11/09/2020,,146565,FL-ALLWITHERED,Flowers,"All Flowers Withered"
139829,phenology,36742,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,32843,40.197200000000000,-74.929000000000000,Langhorne,PA,19047,"Bucks County",US,11/09/2020,,146566,FR-LATE,Fruit,"Late Fruiting"
139829,phenology,36742,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,32843,40.197200000000000,-74.929000000000000,Langhorne,PA,19047,"Bucks County",US,11/09/2020,,146567,LV-ALLWITHERED,Leaves,"All Leaves Withered"
140001,phenology,37690,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,33251,39.919583000000000,-74.851342100000000,Medford,NJ,08055,"Burlington County",US,09/26/2020,,147188,FL-MIDDLE,Flowers,"Middle Flowering"
140001,phenology,37690,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,33251,39.919583000000000,-74.851342100000000,Medford,NJ,08055,"Burlington County",US,09/26/2020,,147189,FR-NONE,Fruit,None
140001,phenology,37690,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,33251,39.919583000000000,-74.851342100000000,Medford,NJ,08055,"Burlington County",US,09/26/2020,,147190,LV-ALLUNFOLDED,Leaves,"All Leaves Unfolded"
140309,phenology,37917,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,33441,39.860439400000000,-77.654596600000000,Chambersburg,PA,17202,"Franklin County",US,09/08/2020,,148527,FL-MIDDLE,Flowers,"Middle Flowering"
140309,phenology,37917,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,33441,39.860439400000000,-77.654596600000000,Chambersburg,PA,17202,"Franklin County",US,09/08/2020,,148528,FR-NONE,Fruit,None
140309,phenology,37917,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,33441,39.860439400000000,-77.654596600000000,Chambersburg,PA,17202,"Franklin County",US,09/08/2020,,148529,LV-ALLUNFOLDED,Leaves,"All Leaves Unfolded"
140827,phenology,38101,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,33209,45.543516700000000,-122.984264300000000,Hillsboro,OR,97124,"Washington County",US,11/30/2020,,150270,FL-ALLWITHERED,Flowers,"All Flowers Withered"
140827,phenology,38101,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,33209,45.543516700000000,-122.984264300000000,Hillsboro,OR,97124,"Washington County",US,11/30/2020,,150271,FR-NONE,Fruit,None
140964,phenology,38140,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,33535,40.234315336324000,-105.104328874310000,Longmont,CO,80504,"Boulder County",US,09/27/2020,"I took this picture with my film camera at my dad's cemetery that he owns. The flower was bright, yet beginning to fade and wilt. It was bright yellow and captured my attention and the attention of my 35mm camera.",150792,FL-MIDDLE,Flowers,"Middle Flowering"
143404,phenology,39973,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,34338,41.117744000000000,-73.408157500000000,Norwalk,Connecticut,,"Fairfield County","United States",03/29/2021,"seeds are a light brown",157240,FR-NONE,Fruit,None
143404,phenology,39973,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,34338,41.117744000000000,-73.408157500000000,Norwalk,Connecticut,,"Fairfield County","United States",03/29/2021,"seeds are a light brown",157241,LV-ALLUNFOLDED,Leaves,"All Leaves Unfolded"
143404,phenology,39973,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,34338,41.117744000000000,-73.408157500000000,Norwalk,Connecticut,,"Fairfield County","United States",03/29/2021,"seeds are a light brown",157245,FL-FIRSTBUDEMERGED,Flowers,"First bud emerged"
143483,phenology,39973,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,34338,41.117744000000000,-73.408157500000000,Norwalk,Connecticut,,"Fairfield County","United States",03/30/2021,,157480,FL-NONE,Flowers,None
143483,phenology,39973,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,34338,41.117744000000000,-73.408157500000000,Norwalk,Connecticut,,"Fairfield County","United States",03/30/2021,,157481,FR-NONE,Fruit,None
143483,phenology,39973,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,34338,41.117744000000000,-73.408157500000000,Norwalk,Connecticut,,"Fairfield County","United States",03/30/2021,,157482,LV-FIRSTEMERGED,Leaves,"First Leaf Emerged"
143563,phenology,40088,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,34419,41.117744000000000,-73.408157500000000,Norwalk,Connecticut,,"Fairfield County","United States",03/31/2021,,157685,FL-NONE,Flowers,None
143563,phenology,40088,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,34419,41.117744000000000,-73.408157500000000,Norwalk,Connecticut,,"Fairfield County","United States",03/31/2021,,157686,FR-NONE,Fruit,None
143563,phenology,40088,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,34419,41.117744000000000,-73.408157500000000,Norwalk,Connecticut,,"Fairfield County","United States",03/31/2021,,157687,LV-FIRSTSHOOT,Leaves,"First shoot"
143586,phenology,40109,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,34435,41.117744000000000,-73.408157500000000,Norwalk,Connecticut,,"Fairfield County","United States",03/31/2021,"Day One of Observation: No fruit, flowers, or leaves visible.",157747,FL-NONE,Flowers,None
143586,phenology,40109,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,34435,41.117744000000000,-73.408157500000000,Norwalk,Connecticut,,"Fairfield County","United States",03/31/2021,"Day One of Observation: No fruit, flowers, or leaves visible.",157748,FR-NONE,Fruit,None
143596,phenology,40119,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,34445,41.117744000000000,-73.408157500000000,Norwalk,Connecticut,,"Fairfield County","United States",04/13/2021,"Day 1 of observation- i little sapling came out",157769,FR-NONE,Fruit,None
143596,phenology,40119,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,34445,41.117744000000000,-73.408157500000000,Norwalk,Connecticut,,"Fairfield County","United States",04/13/2021,"Day 1 of observation- i little sapling came out",161825,FL-FIRSTBUDEMERGED,Flowers,"First bud emerged"
143611,phenology,40133,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,34454,41.117744000000000,-73.408157500000000,Norwalk,Connecticut,,"Fairfield County","United States",03/31/2021,,157809,FL-NONE,Flowers,None
143611,phenology,40133,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,34454,41.117744000000000,-73.408157500000000,Norwalk,Connecticut,,"Fairfield County","United States",03/31/2021,,157810,FR-NONE,Fruit,None
143672,phenology,40088,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,34419,41.117744000000000,-73.408157500000000,Norwalk,Connecticut,,"Fairfield County","United States",04/01/2021,,157954,FL-NONE,Flowers,None
143672,phenology,40088,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,34419,41.117744000000000,-73.408157500000000,Norwalk,Connecticut,,"Fairfield County","United States",04/01/2021,,157955,FR-NONE,Fruit,None
143672,phenology,40088,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,34419,41.117744000000000,-73.408157500000000,Norwalk,Connecticut,,"Fairfield County","United States",04/01/2021,,157956,LV-FIRSTSHOOT,Leaves,"First shoot"
143686,phenology,40109,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,34435,41.117744000000000,-73.408157500000000,Norwalk,Connecticut,,"Fairfield County","United States",04/01/2021,"No flowers or fruit visible, leaves starting to become visible.",158008,FL-NONE,Flowers,None
143686,phenology,40109,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,34435,41.117744000000000,-73.408157500000000,Norwalk,Connecticut,,"Fairfield County","United States",04/01/2021,"No flowers or fruit visible, leaves starting to become visible.",158009,FR-NONE,Fruit,None
143686,phenology,40109,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,34435,41.117744000000000,-73.408157500000000,Norwalk,Connecticut,,"Fairfield County","United States",04/01/2021,"No flowers or fruit visible, leaves starting to become visible.",158010,LV-FIRSTSHOOT,Leaves,"First shoot"
143739,phenology,40199,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,34507,40.712775300000000,-74.005972800000000,"New York","New York",,,"United States",04/01/2021,,158208,FL-NONE,Flowers,None
143739,phenology,40199,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,34507,40.712775300000000,-74.005972800000000,"New York","New York",,,"United States",04/01/2021,,158209,FR-NONE,Fruit,None
144236,phenology,40133,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,34454,41.117744000000000,-73.408157500000000,Norwalk,Connecticut,,"Fairfield County","United States",04/08/2021,,159822,FL-NONE,Flowers,None
144236,phenology,40133,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,34454,41.117744000000000,-73.408157500000000,Norwalk,Connecticut,,"Fairfield County","United States",04/08/2021,,159823,FR-NONE,Fruit,None
144236,phenology,40133,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,34454,41.117744000000000,-73.408157500000000,Norwalk,Connecticut,,"Fairfield County","United States",04/08/2021,,159824,LV-FIRSTEMERGED,Leaves,"First Leaf Emerged"
